Block_Number,Transaction_Hash,Previous_Block_Hash,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Event_Type,Actor_Role,Actor_ID,Timestamp,Location,Quantity_Units,Unit_Price_INR,Verification_Status,Verified_By_Nodes,Consensus_pct,Smart_Contract_ID,Anomaly_Flag,Block_Size_KB,Price_Deviation_Score,Transaction_Frequency,Geographic_Inconsistency_Score,Quantity_Deviation_Score,Event_Time_Gap_Hours,Low_Consensus_Flag,Unverified_Flag,Anomaly_Label
2093,0xfe81ed7453373035681a9509b0158d779bf4bc150ca53186a51e8b47d1041122,0xda2a83efbeafb6d059b776e70ea9ffec0d561a60500bd515b7ed6c971494bd10,BAT000524,DRG0524,Amoxicillin 250mg Variant-523,SUP010,Production,Manufacturer,ACT9017,2024-07-13,Pune Distribution,726,2976.73,Verified,Node_Mumbai|Node_Delhi|Node_Bengaluru,60.0,SC-SUP010-DRG0524,No,4.92,0.0,1,2,0.0,0.0,1,0,0
2094,0x5d78c971fc22d615b8e001339a428bfd5fd63d5be47fdff68a05a23d7f6fec08,0xfe81ed7453373035681a9509b0158d779bf4bc150ca53186a51e8b47d1041122,BAT000524,DRG0524,Amoxicillin 250mg Variant-523,SUP010,Quality_Check,QC_Inspector,ACT6111,2024-07-14,Pune Distribution,726,2976.73,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP010-DRG0524,No,1.35,0.0,1,2,0.0,24.0,0,0,0
2095,0x542cb510abcc905675a2120163999eca54ae5cf912572d9f9ca42382bdc3c884,0x5d78c971fc22d615b8e001339a428bfd5fd63d5be47fdff68a05a23d7f6fec08,BAT000524,DRG0524,Amoxicillin 250mg Variant-523,SUP010,Dispatch,Logistics_Manager,ACT6687,2024-07-15,Jaipur Depot,726,2976.73,Verified,Node_Bengaluru|Node_Mumbai|Node_Hyderabad|Node_Delhi,80.0,SC-SUP010-DRG0524,No,7.09,0.0,1,2,0.0,24.0,0,0,0
2096,0xc3a398fdaa9a45c596f4190127fed2a62340588e057b9a13eac032926a1289b2,0x542cb510abcc905675a2120163999eca54ae5cf912572d9f9ca42382bdc3c884,BAT000524,DRG0524,Amoxicillin 250mg Variant-523,SUP010,Received,Distributor,ACT7244,2024-07-16,Ahmedabad Hub,726,2976.73,Verified,Node_Mumbai|Node_Bengaluru|Node_Hyderabad,60.0,SC-SUP010-DRG0524,No,1.4,0.0,1,2,0.0,24.0,1,0,0
2097,0x0bbfc351baaecf89485e38a1d4d6aedd3d4de6335c6ddedfa5527b3ec9753278,0xc3a398fdaa9a45c596f4190127fed2a62340588e057b9a13eac032926a1289b2,BAT000525,DRG0525,Amoxicillin 250mg Variant-524,SUP017,Production,Manufacturer,ACT7793,2025-05-20,Mumbai Warehouse,1595,7548.75,Verified,Node_Delhi|Node_Mumbai|Node_Chennai|Node_Bengaluru|Node_Hyderabad,100.0,SC-SUP017-DRG0525,No,3.1,0.0,1,3,0.0,0.0,0,0,0
2098,0x61e436564a653931d9f24aa9ad8fcc638d452aec4c96000fccbf3f5b81c95d6d,0x0bbfc351baaecf89485e38a1d4d6aedd3d4de6335c6ddedfa5527b3ec9753278,BAT000525,DRG0525,Amoxicillin 250mg Variant-524,SUP017,Quality_Check,QC_Inspector,ACT2133,2025-05-23,Hyderabad Depot,1595,7548.75,Verified,Node_Hyderabad|Node_Chennai|Node_Delhi,60.0,SC-SUP017-DRG0525,No,3.71,0.0,1,3,0.0,72.0,1,0,0
2099,0xdee3d7a6c204a82dc0e7a2785f2f3f243eb115b7f2f068c4ce082fac5492dc50,0x61e436564a653931d9f24aa9ad8fcc638d452aec4c96000fccbf3f5b81c95d6d,BAT000525,DRG0525,Amoxicillin 250mg Variant-524,SUP017,Dispatch,Logistics_Manager,ACT3054,2025-05-25,Bengaluru Pharma Hub,1595,7548.75,Verified,Node_Mumbai|Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Chennai,100.0,SC-SUP017-DRG0525,No,1.21,0.0,1,3,0.0,48.0,0,0,0
2100,0x48d5a8ebf824713923eabdfe3b4a12fc576a24698e115ceec35cf170abe1eacf,0xdee3d7a6c204a82dc0e7a2785f2f3f243eb115b7f2f068c4ce082fac5492dc50,BAT000525,DRG0525,Amoxicillin 250mg Variant-524,SUP017,Received,Distributor,ACT1527,2025-05-27,Delhi Cold Hub,1595,7548.75,Verified,Node_Hyderabad|Node_Delhi|Node_Mumbai|Node_Chennai|Node_Bengaluru,100.0,SC-SUP017-DRG0525,No,7.27,0.0,1,3,0.0,48.0,0,0,0
2101,0x235c2ae0cb24ba06b3acfa970433d2396e281a5720d0c7d16f678f777648e03c,0x48d5a8ebf824713923eabdfe3b4a12fc576a24698e115ceec35cf170abe1eacf,BAT000526,DRG0526,Amoxicillin 250mg Variant-525,SUP008,Production,Manufacturer,ACT2006,2025-04-05,Delhi Cold Hub,3540,740.89,Verified,Node_Hyderabad|Node_Bengaluru|Node_Mumbai|Node_Chennai,80.0,SC-SUP008-DRG0526,No,6.86,0.0,1,3,0.0,0.0,0,0,0
2102,0x8e5505e37738a6f5b2440d1631a1ad81bc66c028a7f3865007afce5d6339a86c,0x235c2ae0cb24ba06b3acfa970433d2396e281a5720d0c7d16f678f777648e03c,BAT000526,DRG0526,Amoxicillin 250mg Variant-525,SUP008,Quality_Check,QC_Inspector,ACT7473,2025-04-06,Ahmedabad Hub,3540,740.89,Verified,Node_Mumbai|Node_Chennai|Node_Bengaluru,60.0,SC-SUP008-DRG0526,No,6.76,0.0,1,3,0.0,24.0,1,0,0
2103,0xb6343e0e4f069cfb8e8ff9ae95351bdde7cf701f9ff12b441181bce4710bf79d,0x8e5505e37738a6f5b2440d1631a1ad81bc66c028a7f3865007afce5d6339a86c,BAT000526,DRG0526,Amoxicillin 250mg Variant-525,SUP008,Dispatch,Logistics_Manager,ACT9109,2025-04-07,Hyderabad Depot,3540,740.89,Verified,Node_Delhi|Node_Bengaluru|Node_Mumbai|Node_Chennai|Node_Hyderabad,100.0,SC-SUP008-DRG0526,No,3.84,0.0,1,3,0.0,24.0,0,0,0
2104,0x11d45adda1cf23395611153b27f4abf9dfb231dbf15c1822ae6f760337185bf5,0xb6343e0e4f069cfb8e8ff9ae95351bdde7cf701f9ff12b441181bce4710bf79d,BAT000526,DRG0526,Amoxicillin 250mg Variant-525,SUP008,Received,Distributor,ACT2558,2025-04-11,Lucknow Store,3540,740.89,Verified,Node_Bengaluru|Node_Chennai|Node_Delhi,60.0,SC-SUP008-DRG0526,Yes,7.99,0.0,1,3,0.0,96.0,1,0,1
2105,0x9324f9bee1085c9d4d06c7a4248574b8c8d2668335e73f8dfcffac92e955d2de,0x11d45adda1cf23395611153b27f4abf9dfb231dbf15c1822ae6f760337185bf5,BAT000527,DRG0527,Amoxicillin 250mg Variant-526,SUP010,Production,Manufacturer,ACT1350,2024-07-27,Delhi Cold Hub,2345,1213.64,Verified,Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Chennai,80.0,SC-SUP010-DRG0527,No,7.66,0.0,1,3,0.0,0.0,0,0,0
2106,0xfc943a24e42650e15296d5d7852132ded04b1a15a1275355992a710723879c15,0x9324f9bee1085c9d4d06c7a4248574b8c8d2668335e73f8dfcffac92e955d2de,BAT000527,DRG0527,Amoxicillin 250mg Variant-526,SUP010,Quality_Check,QC_Inspector,ACT3128,2024-07-29,Pune Distribution,2345,1213.64,Verified,Node_Chennai|Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Hyderabad,100.0,SC-SUP010-DRG0527,No,3.36,0.0,1,3,0.0,48.0,0,0,0
2107,0xf31fd450a60b8f31bb441fb45b28188a20639e6e3b851270397ba06396f7ba85,0xfc943a24e42650e15296d5d7852132ded04b1a15a1275355992a710723879c15,BAT000527,DRG0527,Amoxicillin 250mg Variant-526,SUP010,Dispatch,Logistics_Manager,ACT1136,2024-08-01,Jaipur Depot,2345,1213.64,Verified,Node_Delhi|Node_Mumbai|Node_Chennai|Node_Bengaluru,80.0,SC-SUP010-DRG0527,No,3.73,0.0,2,3,0.0,72.0,0,0,0
2108,0x9565b93f236187f1677c5f745152eb452c56021370298cd2a77f03ceab8dd19b,0xf31fd450a60b8f31bb441fb45b28188a20639e6e3b851270397ba06396f7ba85,BAT000527,DRG0527,Amoxicillin 250mg Variant-526,SUP010,Received,Distributor,ACT3896,2024-08-03,Mumbai Warehouse,2345,1213.64,Verified,Node_Delhi|Node_Hyderabad|Node_Bengaluru,60.0,SC-SUP010-DRG0527,No,3.97,0.0,1,3,0.0,48.0,1,0,0
2109,0xf92a0b58e12041da33d61e2898f9e231d269476b50b4fddfcc08e8fb7102103b,0x9565b93f236187f1677c5f745152eb452c56021370298cd2a77f03ceab8dd19b,BAT000528,DRG0528,Amoxicillin 250mg Variant-527,SUP017,Production,Manufacturer,ACT3072,2024-11-05,Chennai Port,2001,3314.98,Verified,Node_Delhi|Node_Hyderabad|Node_Bengaluru|Node_Mumbai,80.0,SC-SUP017-DRG0528,No,6.53,0.0,1,3,0.0,0.0,0,0,0
2110,0xa2248da728c6e79a8054049d7d42fbf45d0c1bb570469d6508eee26b418fc580,0xf92a0b58e12041da33d61e2898f9e231d269476b50b4fddfcc08e8fb7102103b,BAT000528,DRG0528,Amoxicillin 250mg Variant-527,SUP017,Quality_Check,QC_Inspector,ACT3013,2024-11-10,Mumbai Warehouse,2001,3314.98,Verified,Node_Chennai|Node_Mumbai|Node_Delhi|Node_Bengaluru|Node_Hyderabad,100.0,SC-SUP017-DRG0528,No,2.25,0.0,1,3,0.0,120.0,0,0,0
2111,0xdebb1d7b2853811bf637f88d036d3a9a230c5951d86eb5496006d1a57ff0a44a,0xa2248da728c6e79a8054049d7d42fbf45d0c1bb570469d6508eee26b418fc580,BAT000528,DRG0528,Amoxicillin 250mg Variant-527,SUP017,Dispatch,Logistics_Manager,ACT5533,2024-11-13,Bengaluru Pharma Hub,2001,3314.98,Verified,Node_Delhi|Node_Hyderabad|Node_Mumbai|Node_Bengaluru,80.0,SC-SUP017-DRG0528,No,4.99,0.0,1,3,0.0,72.0,0,0,0
2112,0x5f7dedc74bdf0d28fa042318f2417f543cea3dca65449d4d40e9f20275c5a17d,0xdebb1d7b2853811bf637f88d036d3a9a230c5951d86eb5496006d1a57ff0a44a,BAT000528,DRG0528,Amoxicillin 250mg Variant-527,SUP017,Received,Distributor,ACT6666,2024-11-17,Lucknow Store,2001,3314.98,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad|Node_Mumbai,80.0,SC-SUP017-DRG0528,No,6.22,0.0,1,3,0.0,96.0,0,0,0
2113,0x16c0581fd4ef940384d3e026e54c0d7beb16f7bedc28b44c133779d5677ed9ac,0x5f7dedc74bdf0d28fa042318f2417f543cea3dca65449d4d40e9f20275c5a17d,BAT000529,DRG0529,Amoxicillin 250mg Variant-528,SUP018,Production,Manufacturer,ACT4623,2024-12-06,Kolkata Cold Chain,2519,11875.79,Verified,Node_Mumbai|Node_Delhi|Node_Chennai|Node_Hyderabad,80.0,SC-SUP018-DRG0529,No,3.11,0.0,1,3,0.0,0.0,0,0,0
2114,0x92e4c549575fbfd0e8fd18813df2041463284075a23308544cdf1cb69ce9116e,0x16c0581fd4ef940384d3e026e54c0d7beb16f7bedc28b44c133779d5677ed9ac,BAT000529,DRG0529,Amoxicillin 250mg Variant-528,SUP018,Quality_Check,QC_Inspector,ACT5174,2024-12-09,Ahmedabad Hub,2519,11875.79,Verified,Node_Mumbai|Node_Delhi|Node_Hyderabad|Node_Chennai,80.0,SC-SUP018-DRG0529,No,7.64,0.0,1,3,0.0,72.0,0,0,0
2115,0x3187deddec8cd229f1e7d881e9636b2ca0c5258a2c8f83e897f8e4e0edea68bd,0x92e4c549575fbfd0e8fd18813df2041463284075a23308544cdf1cb69ce9116e,BAT000529,DRG0529,Amoxicillin 250mg Variant-528,SUP018,Dispatch,Logistics_Manager,ACT2351,2024-12-11,Chennai Port,2519,11875.79,Verified,Node_Delhi|Node_Mumbai|Node_Hyderabad|Node_Chennai|Node_Bengaluru,100.0,SC-SUP018-DRG0529,No,2.77,0.0,1,3,0.0,48.0,0,0,0
2116,0xe4a80d58194442ebe0f341d36e2b9d1f1a2eb13e99d4aafee354eb33a24066f9,0x3187deddec8cd229f1e7d881e9636b2ca0c5258a2c8f83e897f8e4e0edea68bd,BAT000529,DRG0529,Amoxicillin 250mg Variant-528,SUP018,Received,Distributor,ACT4075,2024-12-14,Hyderabad Depot,2519,11875.79,Verified,Node_Chennai|Node_Hyderabad|Node_Bengaluru,60.0,SC-SUP018-DRG0529,No,3.4,0.0,2,3,0.0,72.0,1,0,0
2117,0xb2f3fee65c51a6d82430ece982f1abf53132ba72ef6355ab2d4ca35018530e01,0xe4a80d58194442ebe0f341d36e2b9d1f1a2eb13e99d4aafee354eb33a24066f9,BAT000530,DRG0530,Amoxicillin 250mg Variant-529,SUP004,Production,Manufacturer,ACT4930,2024-09-02,Pune Distribution,604,5030.95,Verified,Node_Delhi|Node_Hyderabad|Node_Chennai|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP004-DRG0530,No,2.58,0.0,3,2,0.0,0.0,0,0,0
2118,0x08658a09bc112a11fcc75cd0040aac1872c201436eb2f26d380015a38d571f89,0xb2f3fee65c51a6d82430ece982f1abf53132ba72ef6355ab2d4ca35018530e01,BAT000530,DRG0530,Amoxicillin 250mg Variant-529,SUP004,Quality_Check,QC_Inspector,ACT5983,2024-09-05,Chennai Port,604,5030.95,Verified,Node_Mumbai|Node_Hyderabad|Node_Bengaluru|Node_Delhi|Node_Chennai,100.0,SC-SUP004-DRG0530,No,6.38,0.0,1,2,0.0,72.0,0,0,0
2119,0x93bf49904f5a6d30ca0d3eaadc5c0ac32529fc4e74f7789ebc136b66804c7fc5,0x08658a09bc112a11fcc75cd0040aac1872c201436eb2f26d380015a38d571f89,BAT000530,DRG0530,Amoxicillin 250mg Variant-529,SUP004,Dispatch,Logistics_Manager,ACT5057,2024-09-07,Chennai Port,604,5030.95,Verified,Node_Delhi|Node_Hyderabad|Node_Chennai|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP004-DRG0530,No,3.5,0.0,1,2,0.0,48.0,0,0,0
2120,0x2a2db076a72f3213379957b2ad5afb9dc0061b195f6de1e0bc7b35330e4b39a7,0x93bf49904f5a6d30ca0d3eaadc5c0ac32529fc4e74f7789ebc136b66804c7fc5,BAT000530,DRG0530,Amoxicillin 250mg Variant-529,SUP004,Received,Distributor,ACT9906,2024-09-12,Bengaluru Pharma Hub,604,5030.95,Verified,Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Bengaluru|Node_Chennai,100.0,SC-SUP004-DRG0530,No,7.14,0.0,1,2,0.0,120.0,0,0,0
2121,0xef9a669ac391f597dfc248c98770b9186da4b0e8b72ef8cb497c73ef6d6ef4d3,0x2a2db076a72f3213379957b2ad5afb9dc0061b195f6de1e0bc7b35330e4b39a7,BAT000531,DRG0531,Amoxicillin 250mg Variant-530,SUP018,Production,Manufacturer,ACT7211,2024-06-15,Chennai Port,664,5255.75,Verified,Node_Delhi|Node_Bengaluru|Node_Hyderabad|Node_Chennai|Node_Mumbai,100.0,SC-SUP018-DRG0531,Yes,3.8,0.0,2,3,0.0,0.0,0,0,1
2122,0x824cd946098ace924f56c89a9e6af2fa77104c7869fd869b7f827c47ff13dd38,0xef9a669ac391f597dfc248c98770b9186da4b0e8b72ef8cb497c73ef6d6ef4d3,BAT000531,DRG0531,Amoxicillin 250mg Variant-530,SUP018,Quality_Check,QC_Inspector,ACT5270,2024-06-16,Pune Distribution,664,5255.75,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai,60.0,SC-SUP018-DRG0531,No,4.81,0.0,1,3,0.0,24.0,1,0,0
2123,0x6bbc935473f77a45443008d5431bf256a9e5f6210c917150fafc5591b2388f6b,0x824cd946098ace924f56c89a9e6af2fa77104c7869fd869b7f827c47ff13dd38,BAT000531,DRG0531,Amoxicillin 250mg Variant-530,SUP018,Dispatch,Logistics_Manager,ACT7947,2024-06-21,Hyderabad Depot,664,5255.75,Verified,Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Chennai,80.0,SC-SUP018-DRG0531,No,3.74,0.0,1,3,0.0,120.0,0,0,0
2124,0xba6fc421a1e6e43fa08620d3ac20d46acbb40f3774319f1937e9784d2dd83463,0x6bbc935473f77a45443008d5431bf256a9e5f6210c917150fafc5591b2388f6b,BAT000531,DRG0531,Amoxicillin 250mg Variant-530,SUP018,Received,Distributor,ACT7770,2024-06-24,Kolkata Cold Chain,664,5255.75,Verified,Node_Chennai|Node_Delhi|Node_Mumbai,60.0,SC-SUP018-DRG0531,No,5.58,0.0,1,3,0.0,72.0,1,0,0
2125,0x505b6400f63c5b573dd52461a96703d20eff2058615fe51a1419833567015007,0xba6fc421a1e6e43fa08620d3ac20d46acbb40f3774319f1937e9784d2dd83463,BAT000532,DRG0532,Amoxicillin 250mg Variant-531,SUP017,Production,Manufacturer,ACT1863,2025-03-01,Pune Distribution,2535,3559.88,Verified,Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Mumbai|Node_Chennai,100.0,SC-SUP017-DRG0532,No,4.47,0.0,2,3,0.0,0.0,0,0,0
2126,0xe61f9d4aa2b6f57ea035a8f684f5e05598c9f553a822a879b1aec5cee7bc22e6,0x505b6400f63c5b573dd52461a96703d20eff2058615fe51a1419833567015007,BAT000532,DRG0532,Amoxicillin 250mg Variant-531,SUP017,Quality_Check,QC_Inspector,ACT9981,2025-03-05,Lucknow Store,2535,3559.88,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP017-DRG0532,No,4.75,0.0,1,3,0.0,96.0,0,0,0
2127,0x0a0130801c29d58e307ae3f91b75278d0d142eceab8c4c54f716085527701742,0xe61f9d4aa2b6f57ea035a8f684f5e05598c9f553a822a879b1aec5cee7bc22e6,BAT000532,DRG0532,Amoxicillin 250mg Variant-531,SUP017,Dispatch,Logistics_Manager,ACT4353,2025-03-09,Hyderabad Depot,2535,3559.88,Verified,Node_Chennai|Node_Delhi|Node_Hyderabad|Node_Mumbai|Node_Bengaluru,100.0,SC-SUP017-DRG0532,No,5.89,0.0,1,3,0.0,96.0,0,0,0
2128,0xf62eba58154d433667163962983cec4e68d4f6a699550cb0ee6ac3790bfad31c,0x0a0130801c29d58e307ae3f91b75278d0d142eceab8c4c54f716085527701742,BAT000532,DRG0532,Amoxicillin 250mg Variant-531,SUP017,Received,Distributor,ACT3614,2025-03-12,Ahmedabad Hub,2535,3559.88,Verified,Node_Mumbai|Node_Delhi|Node_Chennai|Node_Bengaluru|Node_Hyderabad,100.0,SC-SUP017-DRG0532,No,4.96,0.0,1,3,0.0,72.0,0,0,0
2129,0x3249ccad0c74013005f0fbca20bf704019723b4d2820c020546425dbcc4f1746,0xf62eba58154d433667163962983cec4e68d4f6a699550cb0ee6ac3790bfad31c,BAT000533,DRG0533,Amoxicillin 250mg Variant-532,SUP007,Production,Manufacturer,ACT2037,2024-05-23,Bengaluru Pharma Hub,1001,7785.5,Verified,Node_Mumbai|Node_Chennai|Node_Delhi|Node_Bengaluru|Node_Hyderabad,100.0,SC-SUP007-DRG0533,No,6.04,0.0,1,2,0.0,0.0,0,0,0
2130,0x1e6f634cc5a22309cb97e85e127689bab295f0f7ce52a823aae5fa7fb21f77ab,0x3249ccad0c74013005f0fbca20bf704019723b4d2820c020546425dbcc4f1746,BAT000533,DRG0533,Amoxicillin 250mg Variant-532,SUP007,Quality_Check,QC_Inspector,ACT2345,2024-05-26,Ahmedabad Hub,1001,7785.5,Verified,Node_Hyderabad|Node_Mumbai|Node_Bengaluru|Node_Chennai|Node_Delhi,100.0,SC-SUP007-DRG0533,No,5.37,0.0,2,2,0.0,72.0,0,0,0
2131,0x0beb35a04620f667d8e457112fa27d8619ecbfea934a655886f4188da981d550,0x1e6f634cc5a22309cb97e85e127689bab295f0f7ce52a823aae5fa7fb21f77ab,BAT000533,DRG0533,Amoxicillin 250mg Variant-532,SUP007,Dispatch,Logistics_Manager,ACT5454,2024-05-29,Lucknow Store,1001,7785.5,Verified,Node_Chennai|Node_Mumbai|Node_Bengaluru,60.0,SC-SUP007-DRG0533,No,6.76,0.0,2,2,0.0,72.0,1,0,0
2132,0x44d83fa6dad98b04df9c6eb69752e6f0ced18a67fb6f59a2f08e4eb7ed18d785,0x0beb35a04620f667d8e457112fa27d8619ecbfea934a655886f4188da981d550,BAT000533,DRG0533,Amoxicillin 250mg Variant-532,SUP007,Received,Distributor,ACT9752,2024-05-31,Bengaluru Pharma Hub,1001,7785.5,Verified,Node_Bengaluru|Node_Mumbai|Node_Hyderabad|Node_Delhi|Node_Chennai,100.0,SC-SUP007-DRG0533,No,1.78,0.0,2,2,0.0,48.0,0,0,0
2133,0x763e2446ba38dfdf3075fcd114b4e8f09f2ae7330e3828e572e1725f52cf35d0,0x44d83fa6dad98b04df9c6eb69752e6f0ced18a67fb6f59a2f08e4eb7ed18d785,BAT000534,DRG0534,Amoxicillin 250mg Variant-533,SUP012,Production,Manufacturer,ACT3726,2025-04-10,Hyderabad Depot,2341,3075.57,Verified,Node_Bengaluru|Node_Delhi|Node_Chennai|Node_Hyderabad|Node_Mumbai,100.0,SC-SUP012-DRG0534,No,1.56,0.0,2,3,0.0,0.0,0,0,0
2134,0xcedd5037f736513c1df9ffe45812d6d0ba06b7a68270a7206167aec438b1d252,0x763e2446ba38dfdf3075fcd114b4e8f09f2ae7330e3828e572e1725f52cf35d0,BAT000534,DRG0534,Amoxicillin 250mg Variant-533,SUP012,Quality_Check,QC_Inspector,ACT2430,2025-04-13,Bengaluru Pharma Hub,2341,3075.57,Verified,Node_Chennai|Node_Mumbai|Node_Hyderabad|Node_Bengaluru|Node_Delhi,100.0,SC-SUP012-DRG0534,No,5.45,0.0,1,3,0.0,72.0,0,0,0
2135,0x1a81dde2314f53511ef892315c01dff3623d98c0fe59512130593cc327f8b6f5,0xcedd5037f736513c1df9ffe45812d6d0ba06b7a68270a7206167aec438b1d252,BAT000534,DRG0534,Amoxicillin 250mg Variant-533,SUP012,Dispatch,Logistics_Manager,ACT2974,2025-04-15,Ahmedabad Hub,2341,3075.57,Verified,Node_Chennai|Node_Bengaluru|Node_Delhi,60.0,SC-SUP012-DRG0534,No,5.36,0.0,2,3,0.0,48.0,1,0,0
2136,0x9b7e848fb748dff223f2b628f57d67670d49546ee4ad76c3ad003e6e7af306b8,0x1a81dde2314f53511ef892315c01dff3623d98c0fe59512130593cc327f8b6f5,BAT000534,DRG0534,Amoxicillin 250mg Variant-533,SUP012,Received,Distributor,ACT2641,2025-04-18,Mumbai Warehouse,2341,3075.57,Verified,Node_Bengaluru|Node_Mumbai|Node_Chennai|Node_Hyderabad|Node_Delhi,100.0,SC-SUP012-DRG0534,No,4.39,0.0,1,3,0.0,72.0,0,0,0
2137,0xf1b40f369c7d0a3215b925d6709599853d0fd2b3fd61cb3b43360f1cf7b40e88,0x9b7e848fb748dff223f2b628f57d67670d49546ee4ad76c3ad003e6e7af306b8,BAT000535,DRG0535,Amoxicillin 250mg Variant-534,SUP015,Production,Manufacturer,ACT6278,2025-04-09,Hyderabad Depot,2706,2451.0,Verified,Node_Mumbai|Node_Hyderabad|Node_Delhi|Node_Chennai,80.0,SC-SUP015-DRG0535,No,5.06,0.0,1,1,0.0,0.0,0,0,0
2138,0x423c9ae270b559480a5e872f4186fdb3a45928da92cc0cf1eb51d5589a0cb84d,0xf1b40f369c7d0a3215b925d6709599853d0fd2b3fd61cb3b43360f1cf7b40e88,BAT000535,DRG0535,Amoxicillin 250mg Variant-534,SUP015,Quality_Check,QC_Inspector,ACT9729,2025-04-12,Jaipur Depot,2706,2451.0,Verified,Node_Hyderabad|Node_Chennai|Node_Bengaluru|Node_Mumbai|Node_Delhi,100.0,SC-SUP015-DRG0535,No,6.78,0.0,2,1,0.0,72.0,0,0,0
2139,0x0b0e896a6a6c7f26a1adea2ea27d31c145ab5d4d58b4995c2dbf79f84a1adc8b,0x423c9ae270b559480a5e872f4186fdb3a45928da92cc0cf1eb51d5589a0cb84d,BAT000535,DRG0535,Amoxicillin 250mg Variant-534,SUP015,Dispatch,Logistics_Manager,ACT3434,2025-04-16,Hyderabad Depot,2706,2451.0,Verified,Node_Bengaluru|Node_Hyderabad|Node_Mumbai,60.0,SC-SUP015-DRG0535,No,7.73,0.0,1,1,0.0,96.0,1,0,0
2140,0x10ae245148957f9694a3d32b5ff3c3a51e7ba22808c9c49bea1fc19062e527e5,0x0b0e896a6a6c7f26a1adea2ea27d31c145ab5d4d58b4995c2dbf79f84a1adc8b,BAT000535,DRG0535,Amoxicillin 250mg Variant-534,SUP015,Received,Distributor,ACT8599,2025-04-20,Hyderabad Depot,2706,2451.0,Verified,Node_Delhi|Node_Bengaluru|Node_Mumbai,60.0,SC-SUP015-DRG0535,No,6.4,0.0,2,1,0.0,96.0,1,0,0
2141,0xdd438d344dfdb1b7306aed8514ec80b53bb0f477b7750910c02b3f131cad031c,0x10ae245148957f9694a3d32b5ff3c3a51e7ba22808c9c49bea1fc19062e527e5,BAT000536,DRG0536,Amoxicillin 250mg Variant-535,SUP019,Production,Manufacturer,ACT2681,2024-07-04,Mumbai Warehouse,1527,3388.12,Verified,Node_Delhi|Node_Bengaluru|Node_Chennai|Node_Hyderabad,80.0,SC-SUP019-DRG0536,No,4.88,0.0,1,3,0.0,0.0,0,0,0
2142,0x70bed1338798e7f10fecbe26f499d383b05b2e10c2a411c481c60e8996fcd4c7,0xdd438d344dfdb1b7306aed8514ec80b53bb0f477b7750910c02b3f131cad031c,BAT000536,DRG0536,Amoxicillin 250mg Variant-535,SUP019,Quality_Check,QC_Inspector,ACT2931,2024-07-08,Pune Distribution,1527,3388.12,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai|Node_Mumbai,80.0,SC-SUP019-DRG0536,No,6.98,0.0,1,3,0.0,96.0,0,0,0
2143,0xfa16fd5d26afda9ec8f27bb44071966c3d9c24d699f7255a3751da9e3d96da03,0x70bed1338798e7f10fecbe26f499d383b05b2e10c2a411c481c60e8996fcd4c7,BAT000536,DRG0536,Amoxicillin 250mg Variant-535,SUP019,Dispatch,Logistics_Manager,ACT7925,2024-07-12,Lucknow Store,1527,3388.12,Verified,Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Chennai|Node_Mumbai,100.0,SC-SUP019-DRG0536,No,2.2,0.0,1,3,0.0,96.0,0,0,0
2144,0x31ff1685c49ec9dedc1b5252c0fa68ca3aba10eb80c3636694c8bbb1ecaa9ce7,0xfa16fd5d26afda9ec8f27bb44071966c3d9c24d699f7255a3751da9e3d96da03,BAT000536,DRG0536,Amoxicillin 250mg Variant-535,SUP019,Received,Distributor,ACT4427,2024-07-14,Hyderabad Depot,1527,3388.12,Verified,Node_Delhi|Node_Hyderabad|Node_Mumbai,60.0,SC-SUP019-DRG0536,No,5.37,0.0,2,3,0.0,48.0,1,0,0
2145,0x7bf70c54a518d0fa717eb49d48553e3e5947c766fe070291c1bf584f855fc655,0x31ff1685c49ec9dedc1b5252c0fa68ca3aba10eb80c3636694c8bbb1ecaa9ce7,BAT000537,DRG0537,Amoxicillin 250mg Variant-536,SUP001,Production,Manufacturer,ACT7505,2025-08-09,Bengaluru Pharma Hub,3145,253.49,Verified,Node_Bengaluru|Node_Hyderabad|Node_Chennai,60.0,SC-SUP001-DRG0537,No,3.28,0.0,1,3,0.0,0.0,1,0,0
